Date,Day,Open,High,Low,Close,Adj Close,Volume
2018-10-26,Friday,10122.349609375,10128.849609375,10004.5498046875,10030.0,10030.0,364300
2018-10-29,Monday,10078.099609375,10275.2998046875,10020.349609375,10250.849609375,10250.849609375,364400
2018-10-30,Tuesday,10239.400390625,10285.099609375,10175.349609375,10198.400390625,10198.400390625,289800
2018-10-31,Wednesday,10209.5498046875,10396.0,10105.099609375,10386.599609375,10386.599609375,375000
2018-11-01,Thursday,10441.7001953125,10441.900390625,10341.900390625,10380.4501953125,10380.4501953125,348500
2018-11-02,Friday,10462.2998046875,10606.9501953125,10457.7001953125,10553.0,10553.0,421200
2018-11-05,Monday,10558.75,10558.7998046875,10477.0,10524.0,10524.0,301900
2018-11-06,Tuesday,10552.0,10600.25,10491.4501953125,10530.0,10530.0,0
2018-11-07,Wednesday,10614.4501953125,10616.4501953125,10582.2998046875,10598.400390625,10598.400390625,31200
2018-11-09,Friday,10614.7001953125,10619.5498046875,10544.849609375,10585.2001953125,10585.2001953125,296600
2018-11-12,Monday,10607.7998046875,10645.5,10464.0498046875,10482.2001953125,10482.2001953125,259700
2018-11-13,Tuesday,10451.900390625,10596.25,10440.5498046875,10582.5,10582.5,254600
2018-11-14,Wednesday,10634.900390625,10651.599609375,10532.7001953125,10576.2998046875,10576.2998046875,384500
2018-11-15,Thursday,10580.599609375,10646.5,10557.5,10616.7001953125,10616.7001953125,0
2018-11-16,Friday,10644.0,10695.150390625,10631.150390625,10682.2001953125,10682.2001953125,342800
2018-11-19,Monday,10731.25,10774.7001953125,10688.7998046875,10763.400390625,10763.400390625,272100
2018-11-20,Tuesday,10740.099609375,10740.849609375,10640.849609375,10656.2001953125,10656.2001953125,295200
2018-11-21,Wednesday,10670.9501953125,10671.2998046875,10562.349609375,10600.0498046875,10600.0498046875,300900
2018-11-22,Thursday,10612.650390625,10646.25,10512.0,10526.75,10526.75,239500
2018-11-26,Monday,10568.2998046875,10637.7998046875,10489.75,10628.599609375,10628.599609375,0
2018-11-27,Tuesday,10621.4501953125,10695.150390625,10596.349609375,10685.599609375,10685.599609375,0
2018-11-28,Wednesday,10708.75,10757.7998046875,10699.849609375,10728.849609375,10728.849609375,424500
2018-11-29,Thursday,10808.7001953125,10883.0498046875,10782.349609375,10858.7001953125,10858.7001953125,691300
2018-11-30,Friday,10892.099609375,10922.4501953125,10835.099609375,10876.75,10876.75,453900
2018-12-03,Monday,10930.7001953125,10941.2001953125,10845.349609375,10883.75,10883.75,409700
2018-12-04,Tuesday,10877.099609375,10890.9501953125,10833.349609375,10869.5,10869.5,322100
2018-12-05,Wednesday,10820.4501953125,10821.0498046875,10747.9501953125,10782.900390625,10782.900390625,312300
2018-12-06,Thursday,10718.150390625,10722.650390625,10588.25,10601.150390625,10601.150390625,318500
2018-12-07,Friday,10644.7998046875,10704.5498046875,10599.349609375,10693.7001953125,10693.7001953125,325800
2018-12-10,Monday,10508.7001953125,10558.849609375,10474.9501953125,10488.4501953125,10488.4501953125,381300
2018-12-11,Tuesday,10350.0498046875,10567.150390625,10333.849609375,10549.150390625,10549.150390625,425500
2018-12-12,Wednesday,10591.0,10752.2001953125,10560.7998046875,10737.599609375,10737.599609375,360500
2018-12-13,Thursday,10810.75,10838.599609375,10749.5,10791.5498046875,10791.5498046875,376200
2018-12-14,Friday,10784.5,10815.75,10752.099609375,10805.4501953125,10805.4501953125,340100
2018-12-17,Monday,10853.2001953125,10900.349609375,10844.849609375,10888.349609375,10888.349609375,296900
2018-12-18,Tuesday,10850.900390625,10915.400390625,10819.099609375,10908.7001953125,10908.7001953125,286100
2018-12-19,Wednesday,10930.5498046875,10985.150390625,10928.0,10967.2998046875,10967.2998046875,312100
2018-12-20,Thursday,10885.2001953125,10962.5498046875,10880.0498046875,10951.7001953125,10951.7001953125,318900
2018-12-21,Friday,10944.25,10963.650390625,10738.650390625,10754.0,10754.0,377500
2018-12-24,Monday,10780.900390625,10782.2998046875,10649.25,10663.5,10663.5,223400
2018-12-26,Wednesday,10635.4501953125,10747.5,10534.5498046875,10729.849609375,10729.849609375,263700
2018-12-27,Thursday,10817.900390625,10834.2001953125,10764.4501953125,10779.7998046875,10779.7998046875,456100
2018-12-28,Friday,10820.9501953125,10893.599609375,10817.150390625,10859.900390625,10859.900390625,245500
2018-12-31,Monday,10913.2001953125,10923.5498046875,10853.2001953125,10862.5498046875,10862.5498046875,180900
2019-01-02,Wednesday,10868.849609375,10895.349609375,10735.0498046875,10792.5,10792.5,309700
2019-01-03,Thursday,10796.7998046875,10814.0498046875,10661.25,10672.25,10672.25,286200
2019-01-04,Friday,10699.7001953125,10741.0498046875,10628.650390625,10727.349609375,10727.349609375,296600
2019-01-07,Monday,10804.849609375,10835.9501953125,10750.150390625,10771.7998046875,10771.7998046875,269400
2019-01-08,Tuesday,10786.25,10818.4501953125,10733.25,10802.150390625,10802.150390625,277700
2019-01-09,Wednesday,10862.400390625,10870.400390625,10749.400390625,10855.150390625,10855.150390625,333000
2019-01-10,Thursday,10859.349609375,10859.349609375,10801.7998046875,10821.599609375,10821.599609375,254400
2019-01-11,Friday,10834.75,10850.150390625,10739.400390625,10794.9501953125,10794.9501953125,260800
2019-01-14,Monday,10807.0,10808.0,10692.349609375,10737.599609375,10737.599609375,298800
2019-01-15,Tuesday,10777.5498046875,10896.9501953125,10777.5498046875,10886.7998046875,10886.7998046875,310700
2019-01-16,Wednesday,10899.650390625,10928.150390625,10876.900390625,10890.2998046875,10890.2998046875,276500
2019-01-17,Thursday,10920.849609375,10930.650390625,10844.650390625,10905.2001953125,10905.2001953125,271700
2019-01-18,Friday,10914.849609375,10928.2001953125,10852.2001953125,10906.9501953125,10906.9501953125,323800
2019-01-21,Monday,10919.349609375,10987.4501953125,10885.75,10961.849609375,10961.849609375,288800
2019-01-22,Tuesday,10949.7998046875,10949.7998046875,10864.150390625,10922.75,10922.75,300800
2019-01-23,Wednesday,10931.0498046875,10944.7998046875,10811.9501953125,10831.5,10831.5,298900
2019-01-24,Thursday,10844.0498046875,10866.599609375,10798.650390625,10849.7998046875,10849.7998046875,361100
2019-01-25,Friday,10859.75,10931.7001953125,10756.4501953125,10780.5498046875,10780.5498046875,463400
2019-01-28,Monday,10792.4501953125,10804.4501953125,10630.9501953125,10661.5498046875,10661.5498046875,419700
2019-01-29,Tuesday,10653.7001953125,10690.349609375,10583.650390625,10652.2001953125,10652.2001953125,356900
2019-01-30,Wednesday,10702.25,10710.2001953125,10612.849609375,10651.7998046875,10651.7998046875,410100
2019-01-31,Thursday,10690.5498046875,10838.0498046875,10678.5498046875,10830.9501953125,10830.9501953125,604800
2019-02-01,Friday,10851.349609375,10983.4501953125,10813.4501953125,10893.650390625,10893.650390625,482300
2019-02-04,Monday,10876.75,10927.900390625,10814.150390625,10912.25,10912.25,318300
2019-02-05,Tuesday,10908.650390625,10956.7001953125,10886.7001953125,10934.349609375,10934.349609375,268100
2019-02-06,Wednesday,10965.099609375,11072.599609375,10962.7001953125,11062.4501953125,11062.4501953125,298500
2019-02-07,Thursday,11070.4501953125,11118.099609375,11043.599609375,11069.400390625,11069.400390625,263500
2019-02-08,Friday,11023.5,11041.2001953125,10925.4501953125,10943.599609375,10943.599609375,352800
2019-02-11,Monday,10930.900390625,10930.900390625,10857.099609375,10888.7998046875,10888.7998046875,286000
2019-02-12,Tuesday,10879.7001953125,10910.900390625,10823.7998046875,10831.400390625,10831.400390625,292300
2019-02-14,Thursday,10786.099609375,10792.7001953125,10718.75,10746.0498046875,10746.0498046875,627000
2019-02-15,Friday,10780.25,10785.75,10620.400390625,10724.400390625,10724.400390625,521900
2019-02-18,Monday,10738.650390625,10759.900390625,10628.400390625,10640.9501953125,10640.9501953125,345400
2019-02-19,Tuesday,10636.7001953125,10722.849609375,10585.650390625,10604.349609375,10604.349609375,291500
2019-02-20,Wednesday,10655.4501953125,10752.7001953125,10646.400390625,10735.4501953125,10735.4501953125,289200
2019-02-21,Thursday,10744.099609375,10808.849609375,10721.5,10789.849609375,10789.849609375,279600
2019-02-22,Friday,10782.7001953125,10801.5498046875,10758.400390625,10791.650390625,10791.650390625,396800
2019-02-25,Monday,10813.25,10887.099609375,10788.0498046875,10880.099609375,10880.099609375,385900
2019-02-26,Tuesday,10775.2998046875,10888.75,10729.2998046875,10835.2998046875,10835.2998046875,415000
2019-02-27,Wednesday,10881.2001953125,10939.7001953125,10751.2001953125,10806.650390625,10806.650390625,381100
2019-02-28,Thursday,10865.7001953125,10865.7001953125,10784.849609375,10792.5,10792.5,644200
2019-03-01,Friday,10842.650390625,10877.900390625,10823.099609375,10863.5,10863.5,308500
2019-03-05,Tuesday,10864.849609375,10994.900390625,10817.0,10987.4501953125,10987.4501953125,373200
2019-03-06,Wednesday,11024.849609375,11062.2998046875,10998.849609375,11053.0,11053.0,372600
2019-03-07,Thursday,11077.9501953125,11089.0498046875,11027.099609375,11058.2001953125,11058.2001953125,321200
2019-03-08,Friday,11038.849609375,11049.0,11008.9501953125,11035.400390625,11035.400390625,326600
2019-03-11,Monday,11068.75,11180.900390625,11059.849609375,11168.0498046875,11168.0498046875,352200
2019-03-12,Tuesday,11231.349609375,11320.400390625,11227.0,11301.2001953125,11301.2001953125,391300
2019-03-13,Wednesday,11326.2001953125,11352.2998046875,11276.599609375,11341.7001953125,11341.7001953125,383000
2019-03-14,Thursday,11382.5,11383.4501953125,11313.75,11343.25,11343.25,294500
2019-03-15,Friday,11376.849609375,11487.0,11370.7998046875,11426.849609375,11426.849609375,463700
2019-03-18,Monday,11473.849609375,11530.150390625,11412.5,11462.2001953125,11462.2001953125,320300
2019-03-19,Tuesday,11500.2998046875,11543.849609375,11451.25,11532.400390625,11532.400390625,326100
2019-03-20,Wednesday,11553.349609375,11556.099609375,11503.099609375,11521.0498046875,11521.0498046875,366300
2019-03-22,Friday,11549.2001953125,11572.7998046875,11434.5498046875,11456.900390625,11456.900390625,386200
2019-03-25,Monday,11395.650390625,11395.650390625,11311.599609375,11354.25,11354.25,294500
2019-03-26,Tuesday,11375.2001953125,11496.75,11352.4501953125,11483.25,11483.25,282600
2019-03-27,Wednesday,11531.4501953125,11546.2001953125,11413.0,11445.0498046875,11445.0498046875,350400
2019-03-28,Thursday,11463.650390625,11588.5,11452.4501953125,11570.0,11570.0,527700
2019-04-01,Monday,11665.2001953125,11738.099609375,11644.75,11669.150390625,11669.150390625,379600
2019-04-02,Tuesday,11711.5498046875,11729.349609375,11655.849609375,11713.2001953125,11713.2001953125,386100
2019-04-03,Wednesday,11735.2998046875,11761.0,11629.150390625,11643.9501953125,11643.9501953125,365800
2019-04-04,Thursday,11660.2001953125,11662.5498046875,11559.2001953125,11598.0,11598.0,349000
2019-04-05,Friday,11638.400390625,11689.650390625,11609.5,11665.9501953125,11665.9501953125,266700
2019-04-08,Monday,11704.349609375,11710.2998046875,11549.099609375,11604.5,11604.5,260900
2019-04-09,Tuesday,11612.0498046875,11683.900390625,11569.7001953125,11671.9501953125,11671.9501953125,300500
2019-04-10,Wednesday,11646.849609375,11680.0498046875,11571.75,11584.2998046875,11584.2998046875,359900
2019-04-11,Thursday,11592.5498046875,11606.7001953125,11550.5498046875,11596.7001953125,11596.7001953125,279800
2019-04-12,Friday,11612.849609375,11657.349609375,11578.7998046875,11643.4501953125,11643.4501953125,246000
2019-04-15,Monday,11667.0,11704.599609375,11648.25,11690.349609375,11690.349609375,290000
2019-04-16,Tuesday,11736.2001953125,11810.9501953125,11731.5498046875,11787.150390625,11787.150390625,354300
2019-04-18,Thursday,11856.150390625,11856.150390625,11738.5,11752.7998046875,11752.7998046875,339700
2019-04-22,Monday,11727.0498046875,11727.0498046875,11583.9501953125,11594.4501953125,11594.4501953125,260400
2019-04-23,Tuesday,11612.9501953125,11645.9501953125,11564.7998046875,11575.9501953125,11575.9501953125,272500
2019-04-24,Wednesday,11601.5,11740.849609375,11578.849609375,11726.150390625,11726.150390625,335200
2019-04-25,Thursday,11735.7001953125,11796.75,11624.2998046875,11641.7998046875,11641.7998046875,604400
2019-04-26,Friday,11683.75,11762.900390625,11661.75,11754.650390625,11754.650390625,333500
2019-04-30,Tuesday,11748.75,11756.25,11655.900390625,11748.150390625,11748.150390625,532600
2019-05-02,Thursday,11725.5498046875,11789.2998046875,11699.5498046875,11724.75,11724.75,380300
2019-05-03,Friday,11722.599609375,11770.900390625,11699.349609375,11712.25,11712.25,305500
2019-05-06,Monday,11605.7998046875,11632.5498046875,11571.349609375,11598.25,11598.25,299000
2019-05-07,Tuesday,11651.5,11657.0498046875,11484.4501953125,11497.900390625,11497.900390625,337500
2019-05-08,Wednesday,11478.7001953125,11479.099609375,11346.9501953125,11359.4501953125,11359.4501953125,372800
2019-05-09,Thursday,11322.400390625,11357.599609375,11255.0498046875,11301.7998046875,11301.7998046875,373000
2019-05-10,Friday,11314.150390625,11345.7998046875,11251.0498046875,11278.900390625,11278.900390625,387300
2019-05-13,Monday,11258.7001953125,11300.2001953125,11125.599609375,11148.2001953125,11148.2001953125,357600
2019-05-14,Tuesday,11151.650390625,11294.75,11108.2998046875,11222.0498046875,11222.0498046875,398100
2019-05-15,Wednesday,11271.7001953125,11286.7998046875,11136.9501953125,11157.0,11157.0,414200
2019-05-16,Thursday,11180.349609375,11281.5498046875,11143.349609375,11257.099609375,11257.099609375,350700
2019-05-17,Friday,11261.900390625,11426.150390625,11259.849609375,11407.150390625,11407.150390625,412100
2019-05-20,Monday,11651.900390625,11845.2001953125,11591.7001953125,11828.25,11828.25,452100
2019-05-21,Tuesday,11863.650390625,11883.5498046875,11682.7998046875,11709.099609375,11709.099609375,381000
2019-05-22,Wednesday,11727.9501953125,11784.7998046875,11682.400390625,11737.900390625,11737.900390625,355900
2019-05-23,Thursday,11901.2998046875,12041.150390625,11614.5,11657.0498046875,11657.0498046875,569000
2019-05-24,Friday,11748.0,11859.0,11658.099609375,11844.099609375,11844.099609375,374600
2019-05-27,Monday,11855.5,11957.150390625,11812.400390625,11924.75,11924.75,348400
2019-05-28,Tuesday,11958.349609375,11958.5498046875,11864.900390625,11928.75,11928.75,598300
2019-05-29,Wednesday,11905.7998046875,11931.900390625,11836.7998046875,11861.099609375,11861.099609375,318100
2019-05-30,Thursday,11865.2998046875,11968.5498046875,11859.400390625,11945.900390625,11945.900390625,421200
2019-05-31,Friday,11999.7998046875,12039.25,11829.4501953125,11922.7998046875,11922.7998046875,438900
2019-06-03,Monday,11953.75,12103.0498046875,11920.099609375,12088.5498046875,12088.5498046875,315300
2019-06-04,Tuesday,12052.650390625,12095.2001953125,12005.849609375,12021.650390625,12021.650390625,289200
2019-06-06,Thursday,12039.7998046875,12039.7998046875,11830.25,11843.75,11843.75,415200
2019-06-07,Friday,11865.2001953125,11897.5,11769.5,11870.650390625,11870.650390625,302500
2019-06-10,Monday,11934.900390625,11975.0498046875,11871.75,11922.7001953125,11922.7001953125,303300
2019-06-11,Tuesday,11959.849609375,12000.349609375,11904.349609375,11965.599609375,11965.599609375,332200
2019-06-12,Wednesday,11962.4501953125,11962.4501953125,11866.349609375,11906.2001953125,11906.2001953125,283700
2019-06-13,Thursday,11873.900390625,11931.349609375,11817.0498046875,11914.0498046875,11914.0498046875,447900
2019-06-14,Friday,11910.099609375,11911.849609375,11797.7001953125,11823.2998046875,11823.2998046875,390300
2019-06-17,Monday,11844.0,11844.0498046875,11657.75,11672.150390625,11672.150390625,295500
2019-06-18,Tuesday,11677.0498046875,11727.2001953125,11641.150390625,11691.5,11691.5,365500
2019-06-19,Wednesday,11744.4501953125,11802.5,11625.099609375,11691.4501953125,11691.4501953125,446900
2019-06-20,Thursday,11653.650390625,11843.5,11635.0498046875,11831.75,11831.75,442000
2019-06-21,Friday,11827.599609375,11827.9501953125,11705.099609375,11724.099609375,11724.099609375,468400
2019-06-24,Monday,11725.7998046875,11754.0,11670.2001953125,11699.650390625,11699.650390625,277600
2019-06-25,Tuesday,11681.0,11814.400390625,11651.0,11796.4501953125,11796.4501953125,300500
2019-06-26,Wednesday,11768.150390625,11871.849609375,11757.5498046875,11847.5498046875,11847.5498046875,327900
2019-06-27,Thursday,11860.849609375,11911.150390625,11821.0498046875,11841.5498046875,11841.5498046875,480200
2019-06-28,Friday,11861.150390625,11871.7001953125,11775.5,11788.849609375,11788.849609375,303900
2019-07-01,Monday,11839.900390625,11884.650390625,11830.7998046875,11865.599609375,11865.599609375,278400
2019-07-02,Tuesday,11890.2998046875,11917.4501953125,11814.7001953125,11910.2998046875,11910.2998046875,363200
2019-07-03,Wednesday,11932.150390625,11945.2001953125,11887.0498046875,11916.75,11916.75,340500
2019-07-04,Thursday,11928.7998046875,11969.25,11923.650390625,11946.75,11946.75,333600
2019-07-05,Friday,11964.75,11981.75,11797.900390625,11811.150390625,11811.150390625,530700
2019-07-08,Monday,11770.400390625,11771.900390625,11523.2998046875,11558.599609375,11558.599609375,464000
2019-07-09,Tuesday,11531.599609375,11582.5498046875,11461.0,11555.900390625,11555.900390625,442500
2019-07-10,Wednesday,11536.150390625,11593.7001953125,11475.650390625,11498.900390625,11498.900390625,337600
2019-07-11,Thursday,11561.4501953125,11599.0,11519.5,11582.900390625,11582.900390625,317300
2019-07-12,Friday,11601.150390625,11639.5498046875,11538.599609375,11552.5,11552.5,359400
2019-07-15,Monday,11614.75,11618.400390625,11532.2998046875,11588.349609375,11588.349609375,368800
2019-07-16,Tuesday,11596.650390625,11670.0498046875,11573.9501953125,11662.599609375,11662.599609375,480200
2019-07-17,Wednesday,11670.75,11706.650390625,11651.150390625,11687.5,11687.5,464800
2019-07-18,Thursday,11675.599609375,11677.150390625,11582.400390625,11596.900390625,11596.900390625,498300
2019-07-19,Friday,11627.9501953125,11640.349609375,11399.2998046875,11419.25,11419.25,446000
2019-07-22,Monday,11392.849609375,11398.150390625,11301.25,11346.2001953125,11346.2001953125,516000
2019-07-23,Tuesday,11372.25,11398.150390625,11302.7998046875,11331.0498046875,11331.0498046875,458900
2019-07-24,Wednesday,11322.4501953125,11359.75,11229.7998046875,11271.2998046875,11271.2998046875,413200
2019-07-25,Thursday,11290.400390625,11361.400390625,11239.349609375,11252.150390625,11252.150390625,553700
2019-07-26,Friday,11247.4501953125,11307.599609375,11210.0498046875,11284.2998046875,11284.2998046875,522700
2019-07-29,Monday,11307.5,11310.9501953125,11152.400390625,11189.2001953125,11189.2001953125,482900
2019-07-30,Tuesday,11213.7001953125,11267.4501953125,11072.650390625,11085.400390625,11085.400390625,479100
2019-07-31,Wednesday,11034.0498046875,11145.2998046875,10999.400390625,11118.0,11118.0,536700
2019-08-01,Thursday,11060.2001953125,11076.75,10881.0,10980.0,10980.0,499900
2019-08-02,Friday,10930.2998046875,11080.150390625,10848.9501953125,10997.349609375,10997.349609375,547400
2019-08-05,Monday,10895.7998046875,10895.7998046875,10782.599609375,10862.599609375,10862.599609375,506600
2019-08-06,Tuesday,10815.400390625,11018.5498046875,10813.7998046875,10948.25,10948.25,517900
2019-08-07,Wednesday,10958.099609375,10975.650390625,10835.900390625,10855.5,10855.5,548500
2019-08-08,Thursday,10899.2001953125,11058.0498046875,10842.9501953125,11032.4501953125,11032.4501953125,482500
2019-08-09,Friday,11087.900390625,11181.4501953125,11062.7998046875,11109.650390625,11109.650390625,538100
2019-08-13,Tuesday,11139.400390625,11145.900390625,10901.599609375,10925.849609375,10925.849609375,624600
2019-08-14,Wednesday,11003.25,11078.150390625,10935.599609375,11029.400390625,11029.400390625,511500
2019-08-16,Friday,11043.650390625,11068.650390625,10924.2998046875,11047.7998046875,11047.7998046875,470900
2019-08-19,Monday,11094.7998046875,11146.900390625,11037.849609375,11053.900390625,11053.900390625,369500
2019-08-20,Tuesday,11063.900390625,11076.2998046875,10985.2998046875,11017.0,11017.0,444700
2019-08-21,Wednesday,11018.150390625,11034.2001953125,10906.650390625,10918.7001953125,10918.7001953125,557900
2019-08-22,Thursday,10905.2998046875,10908.25,10718.2998046875,10741.349609375,10741.349609375,668200
2019-08-23,Friday,10699.599609375,10862.5498046875,10637.150390625,10829.349609375,10829.349609375,667100
2019-08-26,Monday,11000.2998046875,11070.2998046875,10756.5498046875,11057.849609375,11057.849609375,684100
2019-08-27,Tuesday,11106.5498046875,11141.75,11049.5,11105.349609375,11105.349609375,685600
2019-08-28,Wednesday,11101.2998046875,11129.650390625,10987.650390625,11046.099609375,11046.099609375,550000
2019-08-29,Thursday,10996.0498046875,11021.099609375,10922.400390625,10948.2998046875,10948.2998046875,649900
2019-08-30,Friday,10987.7998046875,11042.599609375,10874.7998046875,11023.25,11023.25,628200
2019-09-03,Tuesday,10960.9501953125,10967.5,10772.7001953125,10797.900390625,10797.900390625,483000
2019-09-04,Wednesday,10790.400390625,10858.75,10746.349609375,10844.650390625,10844.650390625,508800
2019-09-05,Thursday,10860.9501953125,10920.099609375,10816.0,10847.900390625,10847.900390625,595700
2019-09-06,Friday,10883.7998046875,10957.0498046875,10867.4501953125,10946.2001953125,10946.2001953125,497200
2019-09-09,Monday,10936.7001953125,11028.849609375,10889.7998046875,11003.0498046875,11003.0498046875,412500
2019-09-11,Wednesday,11028.5,11054.7998046875,11011.650390625,11035.7001953125,11035.7001953125,687100
2019-09-12,Thursday,11058.2998046875,11081.75,10964.9501953125,10982.7998046875,10982.7998046875,551400
2019-09-13,Friday,10986.7998046875,11084.4501953125,10945.75,11075.900390625,11075.900390625,624300
2019-09-16,Monday,10994.849609375,11052.7001953125,10968.2001953125,11003.5,11003.5,434500
2019-09-17,Tuesday,11000.099609375,11000.099609375,10796.5,10817.599609375,10817.599609375,482000
2019-09-18,Wednesday,10872.7998046875,10885.150390625,10804.849609375,10840.650390625,10840.650390625,519200
2019-09-19,Thursday,10845.2001953125,10845.2001953125,10670.25,10704.7998046875,10704.7998046875,642600
2019-09-20,Friday,10746.7998046875,11381.900390625,10691.0,11274.2001953125,11274.2001953125,1356800
2019-09-23,Monday,11542.7001953125,11694.849609375,11471.349609375,11600.2001953125,11600.2001953125,882800
2019-09-24,Tuesday,11590.7001953125,11655.0498046875,11539.2001953125,11588.2001953125,11588.2001953125,651700
2019-09-25,Wednesday,11564.849609375,11564.9501953125,11416.099609375,11440.2001953125,11440.2001953125,629100
2019-09-26,Thursday,11469.849609375,11610.849609375,11466.349609375,11571.2001953125,11571.2001953125,844500
2019-09-27,Friday,11556.349609375,11593.599609375,11499.75,11512.400390625,11512.400390625,650000
2019-09-30,Monday,11491.150390625,11508.25,11390.7998046875,11474.4501953125,11474.4501953125,756800
2019-10-01,Tuesday,11515.400390625,11554.2001953125,11247.900390625,11359.900390625,11359.900390625,1305400
2019-10-03,Thursday,11322.25,11370.400390625,11257.349609375,11314.0,11314.0,1017500
2019-10-04,Friday,11388.4501953125,11400.2998046875,11158.349609375,11174.75,11174.75,928500
2019-10-07,Monday,11196.2001953125,11233.849609375,11112.650390625,11126.400390625,11126.400390625,733200
2019-10-09,Wednesday,11152.9501953125,11321.599609375,11090.150390625,11313.2998046875,11313.2998046875,741100
2019-10-10,Thursday,11280.5,11293.349609375,11208.5498046875,11234.5498046875,11234.5498046875,562000
2019-10-11,Friday,11257.7001953125,11362.900390625,11189.400390625,11305.0498046875,11305.0498046875,737800
2019-10-14,Monday,11335.900390625,11420.4501953125,11290.0498046875,11341.150390625,11341.150390625,587600
2019-10-15,Tuesday,11360.849609375,11462.349609375,11342.099609375,11428.2998046875,11428.2998046875,527400
2019-10-16,Wednesday,11464.9501953125,11481.0498046875,11411.099609375,11464.0,11464.0,533500
2019-10-17,Thursday,11466.2998046875,11599.099609375,11439.650390625,11586.349609375,11586.349609375,797600
2019-10-18,Friday,11580.2998046875,11684.7001953125,11553.150390625,11661.849609375,11661.849609375,853400
2019-10-22,Tuesday,11657.150390625,11714.349609375,11573.650390625,11588.349609375,11588.349609375,867600
2019-10-23,Wednesday,11596.2001953125,11651.599609375,11554.400390625,11604.099609375,11604.099609375,664200
2019-10-24,Thursday,11661.650390625,11679.599609375,11534.650390625,11582.599609375,11582.599609375,700500
2019-10-25,Friday,11646.150390625,11646.900390625,11490.75,11583.900390625,11583.900390625,812000
2019-10-29,Tuesday,11643.9501953125,11809.400390625,11627.349609375,11786.849609375,11786.849609375,951700
2019-10-30,Wednesday,11883.900390625,11883.9501953125,11784.4501953125,11844.099609375,11844.099609375,725200
2019-10-31,Thursday,11890.4501953125,11945.0,11855.099609375,11877.4501953125,11877.4501953125,1414800
2019-11-01,Friday,11886.599609375,11918.2998046875,11843.349609375,11890.599609375,11890.599609375,855300
2019-11-04,Monday,11928.900390625,11989.150390625,11905.349609375,11941.2998046875,11941.2998046875,823100
2019-11-05,Tuesday,11974.599609375,11978.9501953125,11861.900390625,11917.2001953125,11917.2001953125,632000
2019-11-06,Wednesday,11911.5,12002.900390625,11850.25,11966.0498046875,11966.0498046875,603400
2019-11-07,Thursday,12021.099609375,12021.400390625,11946.849609375,12012.0498046875,12012.0498046875,563000
2019-11-08,Friday,11987.150390625,12034.150390625,11888.75,11908.150390625,11908.150390625,789300
