Date,Open,High,Low,Close,Prev_close,Change,%_change
2023-02-01,16.875,18.54,14.8475,16.78,16.875,-0.09,-0.56
2023-02-02,16.78,17.7675,15.5075,15.7325,16.78,-1.05,-6.24
2023-02-03,15.7325,15.7575,14.27,14.3975,15.7325,-1.33,-8.49
2023-02-06,14.3975,15.205,14.185,14.6875,14.3975,0.29,2.01
2023-02-07,14.6875,14.875,13.665,14.125,14.6875,-0.56,-3.83
2023-02-08,14.125,14.2475,13.535,13.595,14.125,-0.53,-3.75
2023-02-09,13.595,13.815,12.0625,13.04,13.595,-0.56,-4.08
2023-02-10,13.04,13.2775,12.2075,12.745,13.04,-0.29,-2.26
2023-02-13,12.745,14.095,11.83,13.68,12.745,0.94,7.34
2023-02-14,13.68,13.68,12.4525,13.4525,13.68,-0.23,-1.66
2023-02-15,13.4525,13.4525,11.28,12.86,13.4525,-0.59,-4.4
2023-02-16,12.86,13.1625,10.1725,12.89,12.86,0.03,0.23
2023-02-17,12.89,13.52,10.8025,13.085,12.89,0.2,1.51
2023-02-20,13.085,13.7075,10.9225,13.3825,13.085,0.3,2.27
2023-02-21,13.3825,14.295,13.3825,14.0075,13.3825,0.63,4.67
2023-02-22,14.0075,15.915,12.3775,15.5875,14.0075,1.58,11.28
2023-02-23,15.5875,16.01,14.5175,15.075,15.5875,-0.51,-3.29
2023-02-24,15.075,15.1425,14.0075,14.185,15.075,-0.89,-5.9
2023-02-27,14.185,15.0975,13.75,13.875,14.185,-0.31,-2.19
2023-02-28,13.875,14.5675,13.5,14.02,13.875,0.14,1.05
2023-03-01,14.02,14.02,12.275,12.995,14.02,-1.03,-7.31
2023-03-02,12.995,13.55,11.1,12.97,12.995,-0.02,-0.19
2023-03-03,12.97,12.97,11.98,12.18,12.97,-0.79,-6.09
2023-03-06,12.18,12.4725,11.8375,12.2675,12.18,0.09,0.72
2023-03-08,12.2675,12.8475,11.8975,12.45,12.2675,0.18,1.49
2023-03-09,12.45,12.8425,11.78,12.725,12.45,0.28,2.21
2023-03-10,12.725,13.8175,12.725,13.4125,12.725,0.69,5.4
2023-03-13,13.4125,16.4275,13.4125,16.215,13.4125,2.8,20.89
2023-03-14,16.215,16.6425,15.0025,16.2175,16.215,0.0,0.02
2023-03-15,16.2175,16.505,14.5175,16.295,16.2175,0.08,0.48
2023-03-16,16.295,17.355,13.95,16.2175,16.295,-0.08,-0.48
2023-03-17,16.2175,16.2175,14.6,14.7675,16.2175,-1.45,-8.94
2023-03-20,14.7675,17.22,14.52,16.0075,14.7675,1.24,8.4
2023-03-21,16.0075,16.035,14.0825,15.0825,16.0075,-0.93,-5.78
2023-03-22,15.0825,15.0925,14.2425,14.8075,15.0825,-0.28,-1.82
2023-03-23,14.8075,15.0575,13.9025,14.49,14.8075,-0.32,-2.14
2023-03-24,14.49,15.43,14.2025,15.24,14.49,0.75,5.18
2023-03-27,15.24,16.0925,15.0975,15.445,15.24,0.21,1.35
2023-03-28,15.445,15.6075,14.865,15.1,15.445,-0.35,-2.23
2023-03-29,15.1,15.1,13.32,13.6275,15.1,-1.47,-9.75
2023-03-31,13.6275,13.6275,12.0725,12.935,13.6275,-0.69,-5.08
2023-04-03,12.935,13.49,12.465,12.585,12.935,-0.35,-2.71
2023-04-05,12.585,12.805,12.0525,12.4125,12.585,-0.17,-1.37
2023-04-06,12.4125,12.57,11.65,11.7975,12.4125,-0.62,-4.95
2023-04-10,11.7975,12.5625,11.7975,12.2725,11.7975,0.48,4.03
2023-04-11,12.2725,12.2725,11.665,11.975,12.2725,-0.3,-2.42
2023-04-12,11.975,12.395,11.975,12.2725,11.975,0.3,2.48
2023-04-13,12.2725,12.51,11.84,11.9075,12.2725,-0.37,-2.97
2023-04-17,11.9075,13.2725,11.9075,12.265,11.9075,0.36,3.0
2023-04-18,12.265,12.525,11.8625,12.075,12.265,-0.19,-1.55
2023-04-19,12.075,12.47,11.1075,12.1525,12.075,0.08,0.64
2023-04-20,12.1525,12.3975,11.58,11.94,12.1525,-0.21,-1.75
2023-04-21,11.94,12.04,11.52,11.63,11.94,-0.31,-2.6
2023-04-24,11.63,12.205,11.58,11.6675,11.63,0.04,0.32
2023-04-25,11.6675,11.8125,11.425,11.52,11.6675,-0.15,-1.26
2023-04-26,11.52,11.8975,11.2975,11.6525,11.52,0.13,1.15
2023-04-27,11.6525,12.02,10.96,11.425,11.6525,-0.23,-1.95
2023-04-28,11.425,11.5425,10.7875,10.9475,11.425,-0.48,-4.18
2023-05-02,10.9475,12.0625,10.9475,11.8975,10.9475,0.95,8.68
2023-05-03,11.8975,12.25,11.13,11.84,11.8975,-0.06,-0.48
2023-05-04,11.84,12.03,11.185,11.7325,11.84,-0.11,-0.91
2023-05-05,11.7325,12.375,11.53,12.295,11.7325,0.56,4.79
2023-05-08,12.295,12.91,11.7225,12.635,12.295,0.34,2.77
2023-05-09,12.635,12.815,11.6575,12.6775,12.635,0.04,0.34
2023-05-10,12.6775,13.2975,11.5425,13.0825,12.6775,0.4,3.19
2023-05-11,13.0825,13.74,12.815,13.215,13.0825,0.13,1.01
2023-05-12,13.215,13.51,12.7375,12.8525,13.215,-0.36,-2.74
2023-05-15,12.8525,13.615,12.5375,13.1725,12.8525,0.32,2.49
2023-05-16,13.1725,13.485,11.71,13.2925,13.1725,0.12,0.91
2023-05-17,13.2925,13.58,11.895,13.105,13.2925,-0.19,-1.41
2023-05-18,13.105,13.105,11.1375,12.795,13.105,-0.31,-2.37
2023-05-19,12.795,12.82,11.6875,12.3025,12.795,-0.49,-3.85
2023-05-22,12.3025,12.82,11.555,12.57,12.3025,0.27,2.17
2023-05-23,12.57,13.075,12.3175,12.605,12.57,0.04,0.28
2023-05-24,12.605,13.4375,12.41,13.1125,12.605,0.51,4.03
2023-05-25,13.1125,13.1325,8.1825,12.52,13.1125,-0.59,-4.52
2023-05-26,12.52,12.8575,11.7,11.9,12.52,-0.62,-4.95
2023-05-29,11.9,12.4925,8.8075,12.2975,11.9,0.4,3.34
2023-05-30,12.2975,12.38,11.7675,12.01,12.2975,-0.29,-2.34
2023-05-31,12.01,12.4675,11.58,11.9725,12.01,-0.04,-0.31
2023-06-01,11.9725,11.9725,11.22,11.5975,11.9725,-0.38,-3.13
2023-06-02,11.5975,11.735,10.86,11.125,11.5975,-0.47,-4.07
2023-06-05,11.125,11.335,10.3225,11.1375,11.125,0.01,0.11
2023-06-06,11.1375,11.6175,10.465,11.38,11.1375,0.24,2.18
2023-06-07,11.38,11.5375,9.6375,11.4425,11.38,0.06,0.55
2023-06-08,11.4425,11.5675,10.13,11.2575,11.4425,-0.19,-1.62
2023-06-09,11.2575,11.2975,10.3075,11.12,11.2575,-0.14,-1.22
2023-06-12,11.12,11.8025,10.5825,11.245,11.12,0.13,1.12
2023-06-13,11.245,11.25,9.99,11.11,11.245,-0.13,-1.2
2023-06-14,11.11,11.3675,10.6325,11.1625,11.11,0.05,0.47
2023-06-15,11.1625,11.37,9.6925,11.08,11.1625,-0.08,-0.74
2023-06-16,11.08,11.08,10.5575,10.84,11.08,-0.24,-2.17
2023-06-19,10.84,11.4975,10.33,11.225,10.84,0.38,3.55
2023-06-20,11.225,11.4375,10.5675,11.1325,11.225,-0.09,-0.82
2023-06-21,11.1325,11.4325,10.77,11.2925,11.1325,0.16,1.44
2023-06-22,11.2925,11.7125,10.6925,11.5475,11.2925,0.25,2.26
2023-06-23,11.5475,11.8375,11.1425,11.235,11.5475,-0.31,-2.71
2023-06-26,11.235,11.925,11.235,11.395,11.235,0.16,1.42
2023-06-27,11.395,11.4225,10.6925,10.7775,11.395,-0.62,-5.42
2023-06-28,10.7775,11.535,10.6525,10.8875,10.7775,0.11,1.02
2023-06-30,10.8875,11.215,10.07,10.8,10.8875,-0.09,-0.8
2023-07-03,10.8,12.03,10.8,11.54,10.8,0.74,6.85
2023-07-04,11.54,11.99,11.5225,11.7,11.54,0.16,1.39
2023-07-05,11.7,12.21,11.5675,11.8825,11.7,0.18,1.56
2023-07-06,11.8825,12.205,11.7775,11.84,11.8825,-0.04,-0.36
2023-07-07,11.84,12.0725,11.08,11.5325,11.84,-0.31,-2.6
2023-07-10,11.5325,12.01,11.36,11.4625,11.5325,-0.07,-0.61
2023-07-11,11.4625,11.4625,10.945,11.0125,11.4625,-0.45,-3.93
2023-07-12,11.0125,11.2,10.72,10.935,11.0125,-0.08,-0.7
2023-07-13,10.935,11.1725,10.695,10.9375,10.935,0.0,0.02
2023-07-14,10.9375,10.9375,10.6125,10.6825,10.9375,-0.26,-2.33
2023-07-17,10.6825,11.3975,9.8575,11.315,10.6825,0.63,5.92
2023-07-18,11.315,12.02,11.0675,11.71,11.315,0.4,3.49
2023-07-19,11.71,11.9375,11.54,11.6,11.71,-0.11,-0.94
2023-07-20,11.6,12.255,11.37,11.785,11.6,0.19,1.59
2023-07-21,11.785,12.0325,11.06,11.485,11.785,-0.3,-2.55
2023-07-24,11.485,11.995,10.5375,11.6525,11.485,0.17,1.46
2023-07-25,11.6525,11.6525,10.1125,10.2425,11.6525,-1.41,-12.1
2023-07-26,10.2425,10.8625,10.2175,10.4575,10.2425,0.21,2.1
2023-07-27,10.4575,10.9825,9.8875,10.5125,10.4575,0.05,0.53
2023-07-28,10.5125,10.81,10.035,10.135,10.5125,-0.38,-3.59
2023-07-31,10.135,11.1875,10.135,10.4125,10.135,0.28,2.74
2023-08-01,10.4125,10.7025,10.195,10.2825,10.4125,-0.13,-1.25
2023-08-02,10.2825,11.805,9.95,11.2775,10.2825,0.99,9.68
2023-08-03,11.2775,11.96,10.9825,11.185,11.2775,-0.09,-0.82
2023-08-04,11.185,11.185,10.4825,10.5725,11.185,-0.61,-5.48
2023-08-07,10.5725,11.4175,10.4025,11.1025,10.5725,0.53,5.01
2023-08-08,11.1025,11.53,11.1025,11.325,11.1025,0.22,2.0
2023-08-09,11.325,11.765,10.485,11.14,11.325,-0.18,-1.63
2023-08-10,11.14,11.91,10.6275,11.4,11.14,0.26,2.33
2023-08-11,11.4,11.865,11.355,11.5225,11.4,0.12,1.07
2023-08-14,11.5225,12.755,10.4775,11.995,11.5225,0.47,4.1
2023-08-16,11.995,12.6825,11.995,12.125,11.995,0.13,1.08
2023-08-17,12.125,12.665,12.1125,12.24,12.125,0.12,0.95
2023-08-18,12.24,12.4925,10.7875,12.1425,12.24,-0.1,-0.8
2023-08-21,12.1425,12.59,11.1725,11.96,12.1425,-0.18,-1.5
2023-08-22,11.96,12.085,11.59,11.7475,11.96,-0.21,-1.78
2023-08-23,11.7475,11.885,10.3075,11.7275,11.7475,-0.02,-0.17
2023-08-24,11.7275,12.235,10.1975,11.7,11.7275,-0.03,-0.23
2023-08-25,11.7,12.2425,9.98,12.0825,11.7,0.38,3.27
2023-08-28,12.0825,12.72,9.5,12.3975,12.0825,0.32,2.61
2023-08-29,12.3975,12.4625,10.6475,12.225,12.3975,-0.17,-1.39
2023-08-30,12.225,12.2425,11.4625,11.8,12.225,-0.42,-3.48
2023-08-31,11.8,12.28,11.76,12.0625,11.8,0.26,2.22
2023-09-01,12.0625,12.18,10.4075,11.365,12.0625,-0.7,-5.78
2023-09-04,11.365,11.5425,10.86,10.9625,11.365,-0.4,-3.54
2023-09-05,10.9625,11.085,9.365,10.815,10.9625,-0.15,-1.35
2023-09-06,10.815,10.975,9.805,10.6775,10.815,-0.14,-1.27
2023-09-07,10.6775,11.025,9.8,10.8725,10.6775,0.2,1.83
2023-09-08,10.8725,10.97,10.0775,10.78,10.8725,-0.09,-0.85
2023-09-11,10.78,11.5,10.3375,11.3475,10.78,0.57,5.26
2023-09-12,11.3475,12.0225,10.7125,11.69,11.3475,0.34,3.02
2023-09-13,11.69,12.0475,11.535,11.8275,11.69,0.14,1.18
